Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <hasGender>  <Female>  ?a  <hasNoBio>  <NoEGFR>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.036160865,0.87704918,0.930434783,107,122,115,?a
?a  <hasGender>  <Female>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.040554241,0.85106383,0.869565217,120,141,138,?a
?a  <hasGender>  <Female>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.019939169,0.936507937,0.967213115,59,63,61,?a
?a  <hasBio>  <PDL1>  ?a  <hasGender>  <Female>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.017573505,0.928571429,0.962962963,52,56,54,?a
?a  <hasGender>  <Female>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.013180128,0.951219512,0.975,39,41,40,?a
?a  <hasGender>  <Female>  ?a  <hasStage>  <IVB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.014869888,0.956521739,1,44,46,44,?a
?a  <hasGender>  <Female>  ?a  <hasNoBio>  <NoROS1>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.024332545,0.86746988,0.923076923,72,83,78,?a
?a  <hasOncologicalTreatment>  <Adjuvant>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016221697,0.96,0.96,48,50,50,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.06387293,0.969230769,0.969230769,189,195,195,?a
?a  <hasGender>  <Female>  ?a  <hasNoBio>  <NoALK>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.033457249,0.868421053,0.925233645,99,114,107,?a
?a  <hasToxicity>  <Asthensia>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.100709699,0.900302115,0.919753086,298,331,324,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.106116931,0.910144928,0.918128655,314,345,342,?a
?a  <hasToxicity>  <Asthensia>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.109158499,0.938953488,0.941690962,323,344,343,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.147347077,0.945770065,0.945770065,436,461,461,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.085163907,0.929889299,0.943820225,252,271,267,?a
?a  <hasToxicity>  <Asthensia>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.049678946,0.967105263,0.993243243,147,152,148,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.032781345,0.96039604,0.97979798,97,101,99,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.039878337,0.991596639,0.991596639,118,119,119,?a
?a  <hasBio>  <EGFR>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.017573505,0.962962963,0.962962963,52,54,54,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.051706658,0.927272727,0.932926829,153,165,164,?a
?a  <hasStage>  <IV>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.07063197,0.920704846,0.958715596,209,227,218,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.066914498,0.88,0.920930233,198,225,215,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.078404867,0.882129278,0.916996047,232,263,253,?a
?a  <hasBio>  <PDL1>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.014869888,0.916666667,0.977777778,44,48,45,?a
?a  <hasStage>  <IVB>  ?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016221697,0.905660377,0.941176471,48,53,51,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.064210882,0.922330097,0.926829268,190,206,205,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.046299425,0.985611511,0.985611511,137,139,139,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.026698209,0.9875,0.9875,79,80,80,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.090571139,0.953736655,0.953736655,268,281,281,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.049003042,0.90625,0.90625,145,160,160,?a
?a  <hasToxicity>  <Cutaneas>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.027712065,1,1,82,82,82,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.030077729,0.956989247,0.956989247,89,93,93,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.047651234,0.94,0.946308725,141,150,149,?a
?a  <hasBio>  <PDL1>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.01013856,0.967741935,0.967741935,30,31,31,?a
?a  <hasNoBio>  <NoPDL1>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.010476512,0.96875,1,31,32,31,?a
?a  <hasSmokingHabit>  <NonSmoker>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.014869888,0.916666667,0.916666667,44,48,48,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.041230145,0.938461538,0.945736434,122,130,129,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.018925313,0.965517241,0.965517241,56,58,58,?a
?a  <hasStage>  <IV>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.042919905,0.976923077,0.984496124,127,130,129,?a
?a  <hasBio>  <EGFR>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.012842176,0.974358974,0.974358974,38,39,39,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.023318689,0.907894737,0.92,69,76,75,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.035484961,0.972222222,0.972222222,105,108,108,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.021290977,1,1,63,63,63,?a
?a  <hasOncologicalSurgery>  <Pleurodesis>  ?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.01013856,1,1,30,30,30,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.043933761,0.955882353,0.955882353,130,136,136,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.020953025,1,1,62,62,62,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.021290977,1,1,63,63,63,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalTreatment>  <Adjuvant>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.011152416,0.942857143,0.942857143,33,35,35,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasStage>  <IV>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.01013856,0.967741935,0.967741935,30,31,31,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.031091585,0.968421053,0.968421053,92,95,95,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.025346401,0.961538462,0.961538462,75,78,78,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.036836769,0.981981982,0.981981982,109,111,111,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.036836769,0.981981982,0.981981982,109,111,111,?a
?a  <hasBio>  <PDL1>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.010476512,0.96875,0.96875,31,32,32,?a
?a  <hasOncologicalTreatment>  <Radical>  ?a  <hasRace>  <Caucasian>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.083136195,0.957198444,0.957198444,246,257,257,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016897601,0.961538462,0.961538462,50,52,52,?a
?a  <hasGender>  <Male>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.082122339,0.886861314,0.893382353,243,274,272,?a
?a  <hasGender>  <Male>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.046299425,0.992753623,0.992753623,137,138,138,?a
?a  <hasGender>  <Male>  ?a  <hasStage>  <IVA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016897601,0.847457627,0.943396226,50,59,53,?a
?a  <hasGender>  <Male>  ?a  <hasStage>  <IV>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.060831362,0.913705584,0.957446809,180,197,188,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.042581953,0.992125984,0.992125984,126,127,127,?a
?a  <hasBio>  <EGFR>  ?a  <hasGender>  <Male>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.01013856,0.967741935,0.967741935,30,31,31,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasStage>  <IVB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.014193984,1,1,42,42,42,?a
?a  <hasBio>  <PDL1>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.024670497,1,1,73,73,73,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.046299425,0.992753623,0.992753623,137,138,138,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.032781345,0.989795918,0.989795918,97,98,98,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>  ?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016559649,1,1,49,49,49,?a
?a  <hasOncologicalSurgery>  <Lobectomy>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.011490368,1,1,34,34,34,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.029401825,0.988636364,0.988636364,87,88,88,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.039540385,0.991525424,0.991525424,117,118,118,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.078066914,0.942857143,0.942857143,231,245,245,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.040216289,0.888059701,0.901515152,119,134,132,?a
?a  <hasToxicity>  <Gastrointestinal>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.022980737,0.971428571,0.971428571,68,70,70,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.031091585,0.948453608,0.958333333,92,97,96,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.059141602,0.883838384,0.902061856,175,198,194,?a
?a  <hasStage>  <IIIB>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016559649,1,1,49,49,49,?a
?a  <hasOncologicalTreatment>  <Adjuvant>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.01013856,1,1,30,30,30,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.038526529,0.93442623,0.974358974,114,122,117,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.035822913,0.890756303,0.905982906,106,119,117,?a
?a  <hasBio>  <EGFR>  ?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016221697,0.979591837,0.979591837,48,49,49,?a
?a  <hasOncologicalTreatment>  <Adjuvant>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.011152416,0.942857143,0.942857143,33,35,35,?a
?a  <hasStage>  <IV>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.030415681,0.927835052,0.967741935,90,97,93,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.045961473,0.978417266,0.978417266,136,139,139,?a
?a  <hasSmokingHabit>  <FormerSmoker>  ?a  <hasStage>  <IVA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.012504224,0.822222222,0.948717949,37,45,39,?a
?a  <hasNoBio>  <NoPDL1>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016559649,0.875,0.98,49,56,50,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.038188577,0.869230769,0.933884298,113,130,121,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.056100034,0.882978723,0.927374302,166,188,179,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.063197026,0.882075472,0.916666667,187,212,204,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.032443393,0.979591837,0.979591837,96,98,98,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.015883745,0.854545455,0.87037037,47,55,54,?a
?a  <hasBio>  <PDL1>  ?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.020615073,0.871428571,0.924242424,61,70,66,?a
?a  <hasBio>  <EGFR>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.01520784,0.97826087,0.97826087,45,46,46,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.085163907,0.940298507,0.940298507,252,268,268,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.052382562,0.93373494,0.93373494,155,166,166,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.092936803,0.941780822,0.941780822,275,292,292,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.06387293,0.935643564,0.935643564,189,202,202,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.074349442,0.928270042,0.928270042,220,237,237,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.043933761,0.921985816,0.921985816,130,141,141,?a
?a  <hasStage>  <IIIB>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.01520784,0.918367347,0.957446809,45,49,47,?a
?a  <hasStage>  <IIIA>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.035484961,0.954545455,0.954545455,105,110,110,?a
?a  <hasSmokingHabit>  <NonSmoker>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.028387969,0.79245283,0.807692308,84,106,104,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.094288611,0.882911392,0.920792079,279,316,303,?a
?a  <hasNoBio>  <NoROS1>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.058127746,0.864321608,0.914893617,172,199,188,?a
?a  <hasNoBio>  <NoBRAF>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.021628929,0.842105263,0.864864865,64,76,74,?a
?a  <hasBio>  <EGFR>  ?a  <hasSmokingHabit>  <NonSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016221697,0.941176471,0.941176471,48,51,51,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.013180128,0.928571429,0.975,39,42,40,?a
?a  <hasNoBio>  <NoALK>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.085163907,0.881118881,0.926470588,252,286,272,?a
?a  <hasBio>  <EGFR>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.025008449,0.961038961,0.961038961,74,77,77,?a
?a  <hasOncologicalSurgery>  <Pleurodesis>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.012166272,0.972972973,0.972972973,36,37,37,?a
?a  <hasBio>  <PDL1>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.028387969,0.893617021,0.933333333,84,94,90,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasStage>  <IVA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.01182832,0.813953488,0.921052632,35,43,38,?a
?a  <hasStage>  <IV>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.04697533,0.926666667,0.95862069,139,150,145,?a
?a  <hasNoBio>  <NoPDL1>  ?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.019939169,0.880597015,0.951612903,59,67,62,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.019601217,0.966666667,0.966666667,58,60,60,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasStage>  <IVA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.012842176,0.826086957,0.926829268,38,46,41,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasStage>  <IV>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.033795201,0.917431193,0.970873786,100,109,103,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasStage>  <IVA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.012166272,0.837209302,0.923076923,36,43,39,?a
?a  <hasOncologicalSurgery>  <Pleurodesis>  ?a  <hasStage>  <IV>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.010814464,0.941176471,0.96969697,32,34,33,?a
?a  <hasBio>  <PDL1>  ?a  <hasNoBio>  <NoROS1>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.030415681,0.873786408,0.918367347,90,103,98,?a
?a  <hasNoBio>  <NoROS1>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.017911457,0.913793103,0.913793103,53,58,58,?a
?a  <hasBio>  <PDL1>  ?a  <hasNoBio>  <NoALK>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.030077729,0.881188119,0.927083333,89,101,96,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasStage>  <IVB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.015545792,0.93877551,0.958333333,46,49,48,?a
?a  <hasSmokingHabit>  <CurrentSmoker>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.030415681,0.891089109,0.891089109,90,101,101,?a
?a  <hasRace>  <Caucasian>  ?a  <hasStage>  <IVB>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.034809057,0.911504425,0.944954128,103,113,109,?a
?a  <hasNoBio>  <NoALK>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.023656641,0.909090909,0.909090909,70,77,77,?a
?a  <hasNoBio>  <NoEGFR>  ?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.025684353,0.894117647,0.894117647,76,85,85,?a
?a  <hasBio>  <PDL1>  ?a  <hasNoBio>  <NoBRAF>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.01182832,0.875,0.921052632,35,40,38,?a
?a  <hasBio>  <PDL1>  ?a  <hasNoBio>  <NoEGFR>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.031091585,0.876190476,0.92,92,105,100,?a
?a  <hasToxicity>  <Neurological>  ?a  <hasToxicity>  <Pneumological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.017713366,0.47826087,0.47826087,22,46,46,?a
?a  <hasBio>  <PDL1>  ?a  <hasRace>  <Caucasian>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.038864481,0.877862595,0.92,115,131,125,?a
?a  <hasBio>  <PDL1>  ?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.016221697,0.888888889,0.923076923,48,54,52,?a
?a  <hasBio>  ?d  ?d  <subClassOf>  <Biomarker>   => ?a  <hasOncologicalTreatment>  <Chemotherapy>,0.071645826,0.894514768,0.917748918,212,237,231,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.037037037,0.479166667,0.479166667,46,96,96,?a
?a  <hasToxicity>  <Endocrinas>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.017713366,0.594594595,0.594594595,22,37,37,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.011272142,0.56,0.56,14,25,25,?a
?a  <hasToxicity>  <Neurological>  ?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.010466989,0.619047619,0.619047619,13,21,21,?a
?a  <hasGender>  <Female>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.012882448,0.5,0.5,16,32,32,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.023349436,0.483333333,0.483333333,29,60,60,?a
?a  <hasStage>  <IIIA>  ?a  <hasToxicity>  <Neurological>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.013687601,0.566666667,0.566666667,17,30,30,?a
?a  <hasStage>  <IA>  ?a  <hasToxicity>  <Analyticals>   => ?a  <hasSmokingHabit>  <CurrentSmoker>,0.012077295,0.394736842,0.394736842,15,38,38,?a
